"ref_code","ref_source","ref_language","pub_year","ref_info","ref_info_orig","ref_doi","ref_journal_orig","study_id"
"Bugg_et_al_2020","GS","english",2020,"Bugg, W.S., Yoon, G.R., Schoen, A.N., Laluk, A., Brandt, C., Anderson, W.G. and Jeffries, K.M., 2020. Effects of acclimation temperature on the thermal physiology in two geographically distinct populations of lake sturgeon (Acipenser fulvescens). Conservation Physiology, 8(1), p.coaa087.",,"10.1093/conphys/coaa087","Conservation Physiology","s_49"
"Verberk_&_Bilton_2013","Leiva_et_al_2019","english",2013,"Verberk, W.C. and Bilton, D.T., 2013. Respiratory control in aquatic insects dictates their vulnerability to global warming. Biology Letters, 9(5), p.20130473.",,"10.1098/rsbl.2013.0473","Biology Letters","s_380"
"Korboot_1963","GS","english",1963,"Korboot, K., 1963. Biological studies of some caddis flies (Trichoptera) from south east Queensland. University of Queensland Papers: Department of Entomology, 1(16),pp.241-275.",,,"University of Queensland Papers: Department of Entomology","s_203"
"Verberk_&_Bilton_2015","Leiva_et_al_2019","english",2015,"Verberk, W.C. and Bilton, D.T., 2015. Oxygen-limited thermal tolerance is seen in a plastron-breathing insect and can be induced in a bimodal gas exchanger. The Journal of Experimental Biology, 218(13), pp.2083-2088.",,"10.1242/jeb.119560","The Journal of Experimental Biology","s_381"
"Verberk_et_al_2013","Leiva_et_al_2019","english",2013,"Verberk, W.C.E.P., Sommer, U., Davidson, R.L. and Viant, M.R., 2013. Anaerobic metabolism at thermal extremes: a metabolomic test of the oxygen limitation hypothesis in an aquatic insect. Integrative and Comparative Biology, 53(4), pp.609-619.",,"10.1093/icb/ict015","Integrative and Comparative Biology","s_382"
"Kirchmann_et_al_1985","GS","french",1985,"Kirchmann, R., Lambinon, J., Maisin, J., Micha, J.C., Myttenaere, C. and Sironval, C., 1985. The impact of discharges from the Tihange nuclear power plant (Belgium) on the Meuse ecosystem : In situ studies and experimental research during the period 1981-1984. Contract B10-B-330-81-B with the European Commission, BLG 573.","Kirchmann, R., Lambinon, J., Maisin, J., Micha, J.C., Myttenaere, C. and Sironval, C., 1985. L'impact des rejets de la Centrale nucléaire de Tihange (Belgique) sur l'écosystème Meuse: Études in situ et recherches expérimentales durant la période 1981-1984. Contrat B10-B-330-81-B avec la Commission des Communautés européennes, BLG 573.",,,"s_198"
"Korhonen_&_Lagerspetz_1996","Sundermann_et_al_2022","english",1996,"Korhonen, I.A. and Lagerspetz, K.Y.H., 1996. Heat shock response and thermal acclimation in Asellus aquaticus. Journal of Thermal Biology, 1(21), pp.49-56.",,,"Journal of Thermal Biology","s_204"
"Lagerspetz_&_Bowler_1993","Sundermann_et_al_2022","english",1993,"Lagerspetz, K.Y.H. and Bowler, K., 1993. Variation in heat tolerance in individual Asellus aquaticus during thermal acclimation. Journal of thermal biology, 18(3), pp.137-143.",,"10.1016/0306-4565(93)90027-Q","Journal of Thermal Biology","s_210"
"Lagerspetz_2003","Sundermann_et_al_2022","english",2003,"Lagerspetz, K.Y., 2003. Thermal acclimation without heat shock, and motor responses to a sudden temperature change in Asellus aquaticus. Journal of thermal biology, 28(5), pp.421-427.",,"10.1016/S0306-4565(03)00027-5","Journal of Thermal Biology","s_211"
"Bohle_1969","ref","german",1969,"Bohle, H.W., 1969. Die Temperaturabhängigkeit der Embryogenese und der embryonalen Diapause bei Baetis vernus Curt. und Baetis rhodani (Pictet)(Baetidae; Ephemeroptera). Zool. Jb. Abt. Anat. u. Ontog., 86, pp.493-557.",,,"Zoologische Jahrbücher. Abteilung für Anatomie und Ontogenie der Tiere","s_44"
"Brown_et_al_2019","GS","english",2019,"Brown, A., Thatje, S., Martinez, A., Pond, D. and Oliphant, A., 2019. The effect of high hydrostatic pressure acclimation on acute temperature tolerance and phospholipid fatty acid composition in the shallow-water shrimp Palaemon varians. Journal of Experimental Marine Biology and Ecology, 514, pp.103-109.","Brown, A., Thatje, S., Martinez, A., Pond, D. and Oliphant, A., 2019. The effect of high hydrostatic pressure acclimation on acute temperature tolerance and phospholipid fatty acid composition in the shallow-water shrimp Palaemon varians. Journal of Experimental Marine Biology and Ecology, 514, pp.103-109.","10.1016/j.jembe.2019.03.011","Journal of Experimental Marine Biology and Ecology","s_47"
"Brown_et_al_2020","GS","english",2020,"Brown, A., Thatje, S., Pond, D. and Oliphant, A., 2020. Phospholipid fatty acids are correlated with critical thermal tolerance but not with critical pressure tolerance in the shallow-water shrimp Palaemon varians during sustained exposure to low temperature. Journal of Experimental Marine Biology and Ecology, 529, p.151394.",,"10.1016/j.jembe.2020.151394","Journal of Experimental Marine Biology and Ecology","s_48"
"Peruzza_et_al_2021","GS","english",2021,"Peruzza, L., Thatje, S. and Hauton, C., 2021. Acclimation to cyclic hypoxia improves thermal tolerance and copper survival in the caridean shrimp Palaemon varians. Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology, 259, p.111010.",,"10.1016/j.cbpa.2021.111010","Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology","s_298"
"Janssens_et_al_2018","GS","english",2018,"Janssens, L., Verberk, W. and Stoks, R., 2018. A widespread morphological antipredator mechanism reduces the sensitivity to pesticides and increases the susceptibility to warming. Science of the Total Environment, 626, pp.1230-1235.",,"10.1016/j.scitotenv.2018.01.179","Science of the Total Environment","s_183"
"Verberk_et_al_2016","Leiva_et_al_2019","english",2016,"Verberk, W.C., Durance, I., Vaughan, I.P. and Ormerod, S.J., 2016. Field and laboratory studies reveal interacting effects of stream oxygenation and warming on aquatic ectotherms. Global change biology, 22(5), pp.1769-1778.",,"10.1111/gcb.13240","Global change biology","s_383"
"Philippe_et_al_2019","GS","english",2019,"Philippe, C., Hautekiet, P., Grégoir, A.F., Thoré, E.S., Brendonck, L., De Boeck, G. and Pinceel, T., 2019. Interactive effects of 3, 4-DCA and temperature on the annual killifish Nothobranchius furzeri. Aquatic toxicology, 212, pp.146-153.",,"10.1016/j.aquatox.2019.05.009","Aquatic Toxicology","s_299"
"Philippe_et_al_2022","GS","english",2022,"Philippe, C., Thoré, E.S., Verbesselt, S., Grégoir, A.F., Brendonck, L. and Pinceel, T., 2022. Combined effects of global warming and chlorpyrifos exposure on the annual fish Nothobranchius furzeri. Ecotoxicology and Environmental Safety, 248, p.114290.",,"10.1016/j.ecoenv.2022.114290","Ecotoxicology and Environmental Safety","s_300"
"Rotariu_2021","GS","english",2021,"Rotariu, J.N., 2021. The Effects of Parental Environment and Embryonic Temperature on Thermal and Hypoxia Stress Responses, and Thermal Tolerance in Early Life Stage Lake Whitefish (Coregonus Clupeaformis). The University of Regina (Canada).",,,,"s_326"
"Manzon_et_al_2022","GS","english",2022,"Manzon, L.A., Zak, M.A., Agee, M., Boreham, D.R., Wilson, J.Y., Somers, C.M. and Manzon, R.G., 2022. Thermal acclimation alters both basal heat shock protein gene expression and the heat shock response in juvenile lake whitefish (Coregonus clupeaformis). Journal of Thermal Biology, 104, p.103185.",,"10.1016/j.jtherbio.2021.103185","Journal of Thermal Biology","s_237"
"Johansson_&_Laurila_2017","GS","english",2017,"Johansson, M.P. and Laurila, A., 2017. Maximum thermal tolerance trades off with chronic tolerance of high temperature in contrasting thermal populations of Radix balthica. Ecology and Evolution, 7(9), pp.3149-3156.",,"10.1002/ece3.2923","Ecology and Evolution","s_187"
"Rodgers_et_al_2021","GS","english",2021,"Rodgers, E.M., Opinion, A.G.R., Isaza, D.F.G., Rašković, B., Poleksić, V. and De Boeck, G., 2021. Double whammy: Nitrate pollution heightens susceptibility to both hypoxia and heat in a freshwater salmonid. Science of The Total Environment, 765, p.142777.",,"10.1016/j.scitotenv.2020.142777.","Science of The Total Environment","s_320"
"Walsche_1948","GS","english",1948,"Walshe, B.M., 1948. The oxygen requirements and thermal resistance of chironomid larvae from flowing and from still waters. Journal of Experimental Biology, 25(1), pp.35-44.",,"10.1242/jeb.25.1.35","Journal of Experimental Biology","s_393"
"Lubyaga_et_al_2020","GS","english",2020,"Lubyaga, Y., Trifonova, M., Drozdova, P., Gurkov, A., Madyarova, E., Axenov-Gribanov, D., Kurashov, E., Vereshchagina, K., Shatilina, Z. and Timofeyev, M., 2020. Invader amphipods Gmelinoides fasciatus (Stebbing, 1899) inhabiting distant waterbodies demonstrate differences in tolerance and energy metabolism under elevated temperatures. Journal of Great Lakes Research, 46(4), pp.899-909.",,"10.1016/j.jglr.2020.05.011","Journal of Great Lakes Research","s_224"
"Berenzia_et_al_2020","GS","english",2020,"Berezina, N.A., Verbitsky, V.B., Sharov, A.N., Chernova, E.N., Meteleva, N.Y. and Malysheva, O.A., 2020. Biomarkers in bivalve mollusks and amphipods for assessment of effects linked to cyanobacteria and elodea: Mesocosm study. Ecotoxicology and Environmental Safety, 203, p.110994.",,"10.1016/j.ecoenv.2020.110994","Ecotoxicology and Environmental Safety","s_33"
"Berezina_et_al_2022","GS","english",2022,"Berezina, N.A., Sharov, A.N., Chernova, E.N. and Malysheva, O.A., 2022. Effects of diclofenac on the reproductive health, respiratory rate, cardiac activity, and heat tolerance of aquatic animals. Environmental Toxicology and Chemistry, 41(3), pp.677-686.",,"10.1002/etc.5278","Environmental Toxicology and Chemistry","s_34"
"Hoefnagel_&_Verberk_2017","GS","english",2017,"Hoefnagel, K.N. and Verberk, W.C., 2017. Long-term and acute effects of temperature and oxygen on metabolism, food intake, growth and heat tolerance in a freshwater gastropod. Journal of thermal biology, 68, pp.27-38.",,"10.1016/j.jtherbio.2016.11.017","Journal of Thermal Biology","s_173"
"Sadler_1979","Cereja_2020","english",1979,"Sadler, K., 1979. Effects of temperature on the growth and survival of the European eel, Anguilla anguilla L. Journal of Fish Biology, 15(4), pp.499-507.",,"10.1111/j.1095-8649.1979.tb03633.x","Journal of Fish Biology","s_330"
"Radtke_et_al_2022","GS","english",2022,"Radtke, G., Wolnicki, J., Kapusta, A., Przybylski, M. and Kaczkowski, Z., 2022. Critical thermal maxima of three small-bodied fish species (Cypriniformes) of different origin and protection status. The European Zoological Journal, 89(1), pp.1351-1361.",,"10.1080/24750263.2022.2148763","The European Zoological Journal","s_309"
"Cheung_2019","GS","english",2019,"Cheung, K., 2019. THE EFFECTS OF EMBRYONIC INCUBATION TEMPERATURE ON SUBSEQUENT DEVELOPMENT, GROWTH, AND THERMAL TOLERANCE THROUGH EARLY ONTOGENY OF WHITE STURGEON (Doctoral dissertation, UNIVERSITY OF BRITISH COLUMBIA (Vancouver).",,"10.14288/1.0379560",,"s_67"
"Penman_2021","GS","english",2021,"Penman, R., 2021. The effects of temperature acclimation and heating rate on the thermal tolerance of juvenile white sturgeon (Acipenser transmontanus) (Doctoral dissertation, University of British Columbia).","Penman, R., 2021. The effects of temperature acclimation and heating rate on the thermal tolerance of juvenile white sturgeon (Acipenser transmontanus) (Doctoral dissertation, University of British Columbia).",,,"s_295"
"Zakhartsev_et_al_2003","GlobTherm_2018","english",2003,"Zakhartsev, M.V., De Wachter, B., Sartoris, F.J., Pörtner, H.O. and Blust, R., 2003. Thermal physiology of the common eelpout (Zoarces viviparus). Journal of Comparative Physiology B, 173, pp.365-378.",,"10.1007/s00360-003-0342-z","Journal of Comparative Physiology B","s_421"
"Van_Dijk_et_al_1999","GlobTherm_2018","english",1999,"Van Dijk, P.L.M., Tesch, C., Hardewig, I. and Pörtner, H.O., 1999. Physiological disturbances at critically high temperatures: a comparison between stenothermal Antarctic and eurythermal temperate eelpouts (Zoarcidae). Journal of Experimental Biology, 202(24), pp.3611-3621.",,"10.1242/jeb.202.24.3611","Journal of Experimental Biology","s_378"
"Elliot_et_al_1994","Cereja_2020","english",1994,"Elliott, J.M., Elliott, J.A. and Allonby, J.D., 1994. The critical thermal limits for the stone loach, Noemacheilus barbatulus, from three populations in north‐west England. Freshwater Biology, 32(3), pp.593-601.",,"10.1111/j.1365-2427.1994.tb01150.x","Freshwater Biology","s_119"
"Waede_1954","GlobTherm_2018","german",1954,"Waede, M., 1954. Beobachtungen zur osmotischen, chemischen und thermischen Resistenz der Scholle (Pleuronectes platessa) und Flunder (Pleuronectes flesus). Kieler Meeresforschungen, 10(1), pp.58-67.",,,"Kieler Meeresforschungen","s_392"
"Gomez_Isaza_et_al_2020","GS","english",2020,"Gomez Isaza, D.F., Cramp, R.L. and Franklin, C.E., 2020. Thermal acclimation offsets the negative effects of nitrate on aerobic scope and performance. Journal of Experimental Biology, 223(16), p.jeb224444.",,"10.1242/jeb.224444","Journal of Experimental Biology","s_149"
"Bernier_et_al_2021","GS","english",2021,"Bernier, S.B., 2021. Polyploïdie et tolérance thermique chez les microcrustacés du genre Daphnia (Doctoral dissertation, Université du Québec à Rimouski).",,,,"s_36"
"Hesthagen_1979","Cereja_2020","english",1979,"Hesthagen, I.H., 1979. Temperature selection and avoidance in the sand goby, Pomatoschistus minutus (Pallas), collected at different seasons. Environmental Biology of Fishes, 4, pp.369-377.",,"10.1007/BF00005526","Environmental Biology of Fishes","s_167"
"Kuehrer_2017","GS","english",2017,"Kuehrer, L., 2017. Exposure to the antihistamine diphenhydramine affects thermoregulation and increases righting time in the freshwater snail Planorbarius corneus.",,,,"s_207"
"Ermold_2016","GS","english",2016,"Ermold, F., 2016. Climate change time machine: Adaptation to 30 years of warming in the Baltic Sea (Doctoral dissertation, Acta Universitatis Upsaliensis).",,,,"s_122"
"Morritt_&_Ingólfsson_2000","Leiva_et_al_2019","english",2000,"Morritt, D. and Ingólfsson, A., 2000. Upper thermal tolerances of the beachflea Orchestia gammarellus (Pallas)(Crustacea: Amphipoda: Talitridae) associated with hot springs in Iceland. Journal of experimental marine biology and ecology, 255(2), pp.215-227.",,"10.1016/S0022-0981(00)00299-9","Journal of experimental marine biology and ecology","s_257"
"Hamman_2022","GS","english",2022,"Hamman, C.R., 2022. The Influence of Acclimation on the Organismal and Molecular Thermotolerance Parameters in Two Arctic Teleosts. University of Alaska Fairbanks.",,,"Masters Thesis","s_156"
"Gomez_Isaza_et_al_2019","GS","english",2019,"Gomez Isaza, D.F., Cramp, R.L., Smullen, R., Glencross, B.D. and Franklin, C.E., 2019. Coping with climatic extremes: Dietary fat content decreased the thermal resilience of barramundi (Lates calcarifer). Comparative Biochemistry and Physiology Part A: Molecular & Integrative Physiology, 230, pp.64-70.",,"10.1016/j.cbpa.2019.01.004.","Conservation Physiology","s_148"
"Amir_et_al_2021","GS","english",2021,"Amir, F., Nur, F.M., Fadli, N. and Muchlisin, Z.A., 2021. Critical thermal limit and behavior of the Barramundi (Lates calcarifer Bloch, 1790) fingerling exposure with different temperature. Depik, 10(1), pp.47-52.",,"10.13170/depik.10.1.20287","Depik","s_8"
"Richard_al_2012","Cereja_2020","english",2012,"Richard, J., Morley, S.A., Deloffre, J. and Peck, L.S., 2012. Thermal acclimation capacity for four Arctic marine benthic species. Journal of Experimental Marine Biology and Ecology, 424, pp.38-43.",,"10.1016/j.jembe.2012.01.010","Journal of Experimental Marine Biology and Ecology","s_315"
"McPhee_et_al_2023","GS","english",2023,"McPhee, D., Watson, J.R., Harding, D.J., Prior, A., Fawcett, J.H., Franklin, C.E. and Cramp, R.L., 2023. Body size dictates physiological and behavioural responses to hypoxia and elevated water temperatures in Murray cod (Maccullochella peelii). Conservation Physiology, 11(1), p.coac087.","McPhee, D., Watson, J.R., Harding, D.J., Prior, A., Fawcett, J.H., Franklin, C.E. and Cramp, R.L., 2023. Body size dictates physiological and behavioural responses to hypoxia and elevated water temperatures in Murray cod (Maccullochella peelii). Conservation Physiology, 11(1), p.coac087.","10.1093/conphys/coac087","Conservation Physiology","s_250"
